Tema,Título,Tese,Situação,Ramo,Relator,Processo paradigma
810,"Validade da correção monetária e dos juros moratórios incidentes sobre as condenações impostas à Fazenda Pública, conforme  previstos no art. 1º-F da Lei 9.494/1997, com a redação dada pela Lei 11.960/2009.","1) O art. 1º-F da Lei nº 9.494/97, com a redação dada pela Lei nº 11.960/09, na parte em que disciplina os juros moratórios aplicáveis a condenações da Fazenda Pública, é inconstitucional ao incidir sobre débitos oriundos de relação jurídico-tributária, aos quais devem ser aplicados os mesmos juros de mora pelos quais a Fazenda Pública remunera seu crédito tributário, em respeito ao princípio constitucional da isonomia (CRFB, art. 5º, caput); quanto às condenações oriundas de relação jurídica não-tributária, a fixação dos juros moratórios segundo o índice de remuneração da caderneta de poupança é constitucional, permanecendo hígido, nesta extensão, o disposto no art. 1º-F da Lei nº 9.494/97 com a redação dada pela Lei nº 11.960/09; e 2) O art. 1º-F da Lei nº 9.494/97, com a redação dada pela Lei nº 11.960/09, na parte em que disciplina a atualização monetária das condenações impostas à Fazenda Pública segundo a remuneração oficial da caderneta de poupança, revela-se inconstitucional ao impor restrição desproporcional ao direito de propriedade (CRFB, art. 5º, XXII), uma vez que não se qualifica como medida adequada a capturar a variação de preços da economia, sendo inidônea a promover os fins a que se destina.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. LUIZ FUX,RE 870947
809,Validade de dispositivos do Código Civil que atribuem direitos sucessórios distintos ao cônjuge e ao companheiro.,"É inconstitucional a distinção de regimes sucessórios entre cônjuges e companheiros prevista no art. 1.790 do CC/2002, devendo ser aplicado, tanto nas hipóteses de casamento quanto nas de união estável, o regime do art. 1.829 do CC/2002. (A mesma tese foi fixada para o Tema 498)",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO CIVIL,MIN. LUÍS ROBERTO BARROSO,RE 878694
808,Incidência de imposto de renda sobre juros de mora recebidos por pessoa física.,"Não incide imposto de renda sobre os juros de mora devidos pelo atraso no pagamento de remuneração por exercício de emprego, cargo ou função.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. DIAS TOFFOLI,RE 855091
807,"Preenchimento dos requisitos para concessão do benefício assistencial previsto no art. 203, V, da Constituição Federal.","A questão do preenchimento dos requisitos para concessão do benefício assistencial de prestação continuada tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE n. 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO ASSISTENCIAL,MIN. LUIZ FUX,ARE 865645
806,Equiparação de vencimentos entre militares das Forças Armadas e policiais e bombeiros militares do Distrito Federal.,"É vedada a equiparação remuneratória entre militares das Forças Armadas e policiais e bombeiros militares do Distrito Federal, visto que a Constituição Federal de 1988, em seu art. 37, XIII, coíbe a vinculação ou equiparação de quaisquer espécies remuneratórias no âmbito do serviço público.",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. TEORI ZAVASCKI,ARE 665632
805,Legitimidade da definição da data de entrada do requerimento administrativo como marco temporal dos efeitos financeiros da revisão de benefício previdenciário.,"A questão da validade de o termo inicial dos efeitos financeiros da concessão ou da revisão de benefício previdenciário ser a data de entrada do requerimento administrativo no Instituto Nacional do Seguro Social - INSS tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO PREVIDENCIÁRIO,MIN. TEORI ZAVASCKI,ARE 868457
804,Natureza jurídica do aumento remuneratório conferido pela Lei 8.369/2006 do Estado do Maranhão: se de revisão geral anual ou não.,"A questão da definição da natureza jurídica dos reajustes remuneratórios concedidos pela Lei maranhense n. 8.369/2006 aos servidores públicos estaduais, civis e militares (se recomposição ou revisão geral anual) tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. TEORI ZAVASCKI,ARE 871499
803,Paridade remuneratória entre os militares do antigo e do atual Distrito Federal.,"A questão do direito ao recebimento dos valores remuneratórios pagos aos policiais militares do atual Distrito Federal, pelos militares inativos e pensionistas dos servidores que ingressaram nos quadros da Polícia Militar do Rio de Janeiro antes da transferência da Capital federal para Brasília, tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. TEORI ZAVASCKI,ARE 870776
802,"Indenização por danos morais decorrentes da inscrição de consumidor em sistema de avaliação de crédito denominado ""Concentre Scoring"" (ou ""Credit Scoring"" ou ""Credscore""), instituído e mantido pelo SERASA.","A questão do direito à indenização por danos morais decorrentes da inscrição de consumidor em sistema de avaliação de crédito denominado concentre scoring, credit scoring ou credscore, instituído e mantido pela SERASA, tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO DO CONSUMIDOR,MIN. TEORI ZAVASCKI,ARE 867326
801,"Constitucionalidade da incidência da contribuição destinada ao SENAR sobre a receita bruta proveniente da comercialização da produção rural, nos termos do art. 2º da Lei 8.540/1992, com as alterações posteriores do art. 6º da Lei 9.528/1997 e do art. 3º da Lei 10.256/2001.","É constitucional a contribuição destinada ao SENAR incidente sobre a receita bruta da comercialização da produção rural, na forma do art. 2º da Lei nº 8.540/92, com as alterações do art. 6º da Lei 9.528/97 e do art. 3º da Lei nº 10.256/01.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. DIAS TOFFOLI,RE 816830
800,"Presunção relativa de inexistência de repercussão geral dos recursos extraordinários interpostos nas causas processadas nos Juizados Especiais Cíveis da Lei 9.099/1995.
Obs.: Título aperfeiçoado pelo Relator quando da publicação da tese, em 10/04/2018 (conforme Processo STF/SEI 010927/2017).
Redação original: Viabilidade de recurso extraordinário contra acórdão proferido por Juizado Especial Cível da Lei 9.099/1995 em matéria de responsabilidade pelo adimplemento de obrigação assumida em contrato de direito privado.","A admissão de recurso extraordinário interposto em causa processada nos Juizados Especiais Cíveis da Lei 9.099/1995 exige o preenchimento, por parte do recorrente, de dois requisitos adicionais: (a) demonstração específica e objetiva do prequestionamento, mediante a indicação clara da parte do acórdão recorrido em que tangenciada a matéria constitucional, e (b) fundamentação acerca da relevância calcada em dados concretos que revertam a presunção de inexistência de repercussão geral das lides processadas nesses Juizados.

Obs.: unificação da tese para os Temas 797, 798 e 800.",Ativo · RG negada - matéria infraconstitucional,DIREITO CIVIL,MIN. TEORI ZAVASCKI,ARE 835833
799,Possibilidade da devolução de valores recebidos em virtude de tutela antecipada posteriormente revogada.,"A questão acerca da devolução de valores recebidos em virtude de concessão de antecipação de tutela posteriormente revogada tem natureza infraconstitucional e a ela atribuem-se os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, Relatora a Ministra Ellen Gracie, DJe 13/3/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO PREVIDENCIÁRIO,MINISTRO PRESIDENTE,ARE 722421
798,"Presunção relativa de inexistência de repercussão geral dos recursos extraordinários interpostos nas causas processadas nos Juizados Especiais Cíveis da Lei 9.099/1995.
Obs.: Título aperfeiçoado pelo Relator quando da publicação da tese, em 10/04/2018 (conforme Processo STF/SEI 010927/2017).
Redação original: Viabilidade de recurso extraordinário contra acórdão de Juizado Especial Cível da Lei 9.099/1995 em matéria de revisão contratual.","A admissão de recurso extraordinário interposto em causa processada nos Juizados Especiais Cíveis da Lei 9.099/1995 exige o preenchimento, por parte do recorrente, de dois requisitos adicionais: (a) demonstração específica e objetiva do prequestionamento, mediante a indicação clara da parte do acórdão recorrido em que tangenciada a matéria constitucional, e (b) fundamentação acerca da relevância calcada em dados concretos que revertam a presunção de inexistência de repercussão geral das lides processadas nesses Juizados.
Obs.: unificação da tese para os Temas 797, 798 e 800.",Ativo · RG negada - matéria infraconstitucional,DIREITO DO CONSUMIDOR,MIN. TEORI ZAVASCKI,ARE 837318
797,"Presunção relativa de inexistência de repercussão geral dos recursos extraordinários interpostos nas causas processadas nos Juizados Especiais Cíveis da Lei 9.099/1995.
Obs.: Título aperfeiçoado pelo Relator quando da publicação da tese, em 10/04/2018 (conforme Processo STF/SEI 010927/2017). 
Redação original: Viabilidade de recurso extraordinário contra acórdão proferido por Juizado Especial Cível da Lei 9.099/1995 em matéria de indenização decorrente de acidente de trânsito.","A admissão de recurso extraordinário interposto em causa processada nos Juizados Especiais Cíveis da Lei 9.099/1995 exige o preenchimento, por parte do recorrente, de dois requisitos adicionais: (a) demonstração específica e objetiva do prequestionamento, mediante a indicação clara da parte do acórdão recorrido em que tangenciada a matéria constitucional, e (b) fundamentação acerca da relevância calcada em dados concretos que revertam a presunção de inexistência de repercussão geral das lides processadas nesses Juizados.
Obs.: unificação da tese para os Temas 797, 798 e 800.",Ativo · RG negada - matéria infraconstitucional,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. TEORI ZAVASCKI,ARE 836819
796,"Alcance da imunidade tributária do ITBI, prevista no art. 156, § 2º, I, da Constituição, sobre imóveis incorporados ao patrimônio de pessoa jurídica, quando o valor total desses bens excederem o limite do capital social a ser integralizado.","A imunidade em relação ITBI, prevista no inciso I do § 2º do art. 156 da Constituição Federal, não alcança o valor dos bens que exceder o limite do capital social a ser integralizado.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. ALEXANDRE DE MORAES,RE 796376
795,"Validade do cálculo do valor da verba denominada Complemento de Remuneração Mínima por Nível e Regime paga aos empregados da Petrobrás, descrita na Cláusula 35ª do Acordo Coletivo de Trabalho de 2007/2009, mediante a subtração, no valor desse complemento, dos adicionais inerentes ao trabalho em condições especiais.","A questão da validade do cálculo do valor da verba denominada Complemento de Remuneração Mínima por Nível e Regime (RMNR) paga aos empregados da Petróleo Brasileiro S/A - Petrobrás, nos termos da Cláusula 35ª do Acordo Coletivo de Trabalho de 2007/2009, mediante a subtração, no valor desse complemento, dos adicionais inerentes ao trabalho em condições especiais, tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO DO TRABALHO,MIN. TEORI ZAVASCKI,ARE 859878
794,Tema cancelado.,,Cancelado · **Cancelado**,DIREITO PROCESSUAL CIVIL E DO TRABALHO,,RE 700164
793,Responsabilidade solidária dos entes federados pelo dever de prestar assistência à saúde.,"Os entes da federação, em decorrência da competência comum, são solidariamente responsáveis nas demandas prestacionais na área da saúde, e diante dos critérios constitucionais de descentralização e hierarquização, compete à autoridade judicial direcionar o cumprimento conforme as regras de repartição de competências e determinar o ressarcimento a quem suportou o ônus financeiro.",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. LUIZ FUX,RE 855178
792,"Possibilidade de aplicação da Lei distrital 3.624/2005, que reduziu para 10 salários mínimos o teto para expedição de requisição de pequeno valor, às execuções em curso.","Lei disciplinadora da submissão de crédito ao sistema de execução via precatório possui natureza material e processual, sendo inaplicável a situação jurídica constituída em data que a anteceda.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. MARCO AURÉLIO,RE 729107
791,"Isenção da Taxa de Coleta de Lixo de imóveis do Programa de Arrendamento
Residencial (PAR).","A questão da isenção de pagamento da Taxa de Coleta de Lixo de imóveis do Programa de Arrendamento Residencial (PAR) tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO TRIBUTÁRIO,MIN. TEORI ZAVASCKI,RE 855026
790,"Possibilidade de o abono variável, deferido a membros da magistratura federal, compor a base de cálculo da gratificação eleitoral devida a membros do Ministério Público.","A questão relativa à possibilidade de inclusão do abono variável, pago a membros da magistratura federal, na base de cálculo da gratificação eleitoral devida aos membros do Ministério Público tem natureza infraconstitucional e a ela atribuem-se os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, Relatora a Ministra Ellen Gracie, DJe 13/3/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,RE 793634
789,Incorporação do percentual de 50% da parcela autônoma ao vencimento básico de professores estaduais.,"A questão da incorporação do índice de 50% (cinquenta por cento) da parcela autônoma do Magistério, nos termos da Lei estadual n. 13.733/2011, ao vencimento básico dos professores do Rio Grande do Sul, tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. TEORI ZAVASCKI,ARE 849397
788,Termo inicial para a contagem da prescrição da pretensão executória do Estado: a partir do trânsito em julgado para a acusação ou a partir do trânsito em julgado para todas as partes.,"O prazo para a prescrição da execução da pena concretamente aplicada somente começa a correr do dia em que a sentença condenatória transita em julgado para ambas as partes, momento em que nasce para o Estado a pretensão executória da pena, conforme interpretação dada pelo Supremo Tribunal Federal ao princípio da presunção de inocência (art. 5º, inciso LVII, da Constituição Federal) nas ADC 43, 44 e 54.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PENAL,MIN. DIAS TOFFOLI,ARE 848107
787,Validade da aplicação da Taxa Referencial - TR como índice de correção monetária dos depósitos efetuados na conta vinculada ao Fundo de Garantia por Tempo de Serviço - FGTS.,Não tem repercussão geral a questão da aplicação da Taxa Referencial - TR como índice de correção monetária dos depósitos efetuados nas contas vinculadas ao Fundo de Garantia por Tempo de Serviço - FGTS.,Ativo · RG negada - matéria infraconstitucional,DIREITO TRIBUTÁRIO,MIN. TEORI ZAVASCKI,ARE 848240
786,Aplicabilidade do direito ao esquecimento na esfera civil quando for invocado pela própria vítima ou pelos seus familiares.,"É incompatível com a Constituição a ideia de um direito ao esquecimento, assim entendido como o poder de obstar, em razão da passagem do tempo, a divulgação de fatos ou dados verídicos e licitamente obtidos e publicados em meios de comunicação social analógicos ou digitais. Eventuais excessos ou abusos no exercício da liberdade de expressão e de informação devem ser analisados caso a caso, a partir dos parâmetros constitucionais - especialmente os relativos à proteção da honra, da imagem, da privacidade e da personalidade em geral - e as expressas e específicas previsões legais nos âmbitos penal e cível.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO CIVIL,MIN. DIAS TOFFOLI,RE 1010606
785,Possibilidade de adesão ao Fundo de Garantia de Operações de Crédito Educativo (FGEDUC) após a formalização de contrato de financiamento estudantil com o FIES (Fundo de Financiamento ao Estudante de Ensino Superior).,"A questão da possibilidade de adesão ao Fundo de Garantia de Operações de Crédito Educativo (FGEDUC), após a formalização de contrato de financiamento estudantil com o FIES (Fundo de Financiamento ao Estudante de Ensino Superior), quando firmado sem garantia fidejussória, tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. TEORI ZAVASCKI,ARE 849328
784,Direito à nomeação de candidatos aprovados fora do número de vagas previstas no edital de concurso público no caso de surgimento de novas vagas durante o prazo de validade do certame.,"O surgimento de novas vagas ou a abertura de novo concurso para o mesmo cargo, durante o prazo de validade do certame anterior, não gera automaticamente o direito à nomeação dos candidatos aprovados fora das vagas previstas no edital, ressalvadas as hipóteses de preterição arbitrária e imotivada por parte da administração, caracterizada por comportamento tácito ou expresso do Poder Público capaz de revelar a inequívoca necessidade de nomeação do aprovado durante o período de validade do certame, a ser demonstrada de forma cabal pelo candidato. Assim, o direito subjetivo à nomeação do candidato aprovado em concurso público exsurge nas seguintes hipóteses: _x000D_
I – Quando a aprovação ocorrer dentro do número de vagas dentro do edital; _x000D_
II – Quando houver preterição na nomeação por não observância da ordem de classificação; _x000D_
III – Quando surgirem novas vagas, ou for aberto novo concurso durante a validade do certame anterior, e ocorrer a preterição de candidatos de forma arbitrária e imotivada por parte da administração nos termos acima.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. LUIZ FUX,RE 837311
783,Possibilidade de arbitramento de honorários advocatícios no curso de execução provisória.,"A questão do arbitramento de honorários  advocatícios na execução provisória, em benefício do exequente, tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE n. 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. LUIZ FUX,ARE 840920
782,Possibilidade de lei instituir prazos diferenciados de licença-maternidade às servidoras gestantes e às adotantes.,"Os prazos da licença adotante não podem ser inferiores aos prazos da licença gestante, o mesmo valendo para as respectivas prorrogações. Em relação à licença adotante, não é possível fixar prazos diversos em função da idade da criança adotada.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. LUÍS ROBERTO BARROSO,RE 778889
781,"Aplicabilidade do prazo de desincompatibilização de 6 meses previsto no art. 14, § 7º, da Constituição Federal às eleições suplementares.","As hipóteses de inelegibilidade previstas no art. 14, § 7º, da Constituição Federal, inclusive quanto ao prazo de seis meses, são aplicáveis às eleições suplementares.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ELEITORAL,MIN. TEORI ZAVASCKI,RE 843455
780,Legitimidade do conhecimento de ofício da incompetência para o julgamento de execução fiscal na hipótese de inobservância do art. 578 do Código de Processo Civil.,"A questão do conhecimento, de ofício, da incompetência para processar execução fiscal ajuizada em local diverso do foro do domicílio do réu, nos termos do artigo 578, V, do CPC/1973, tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. TEORI ZAVASCKI,ARE 840432
779,Aplicabilidade do teto constitucional à remuneração de substitutos (interinos) designados para o exercício de função notarial e registral em serventias extrajudiciais.,"Os substitutos ou interinos designados para o exercício de função delegada não se equiparam aos titulares de serventias extrajudiciais, visto não atenderem aos requisitos estabelecidos nos arts. 37, inciso II, e 236, § 3º, da Constituição Federal para o provimento originário da função, inserindo-se na categoria dos agentes estatais, razão pela qual se aplica a eles o teto remuneratório do art. 37, inciso XI, da Carta da República.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. DIAS TOFFOLI,RE 808202
778,"Possibilidade de uma pessoa, considerados os direitos da personalidade e a dignidade da pessoa humana, ser tratada socialmente como se pertencesse a sexo diverso do qual se identifica e se apresenta publicamente.",,Cancelado · **Cancelado**,DIREITO CIVIL,,RE 845779
777,Responsabilidade civil do Estado em decorrência de danos causados a terceiros por tabeliães e oficiais de registro no exercício de suas funções.,"O Estado responde, objetivamente, pelos atos dos tabeliães e registradores oficiais que, no exercício de suas funções, causem dano a terceiros, assentado o dever de regresso contra o responsável, nos casos de dolo ou culpa, sob pena de improbidade administrativa.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. LUIZ FUX,RE 842846
776,Regulamentação do pagamento de adicional noturno para servidor público estadual.,"A questão da configuração do direito e a regulamentação do pagamento da vantagem pecuniária denominada “Adicional Noturno” aos servidores públicos de Pernambuco tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. TEORI ZAVASCKI,ARE 837041
775,"Competência da Justiça Federal para processar e julgar ação rescisória proposta pela União, na qualidade de terceira interessada, visando rescindir decisão proferida por juiz estadual.","Compete ao Tribunal Regional Federal processar ação rescisória proposta pela União com o objetivo de desconstituir sentença transitada em julgado proferida por juiz estadual, quando afeta interesses de órgão federal.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. MARCO AURÉLIO,RE 598650
774,"Competência legislativa, se privativa da União ou concorrente, para adoção de política pública dirigida a compelir concessionária de energia elétrica a promover investimentos, com recursos de parcela da receita operacional auferida, voltados à proteção e à preservação ambiental de mananciais hídricos em que ocorrer a exploração.","A norma estadual que impõe à concessionária de geração de energia elétrica a promoção de investimentos, com recursos identificados como parcela da receita que aufere, voltados à proteção e à preservação de mananciais hídricos é inconstitucional por configurar intervenção indevida do Estado no contrato de concessão da exploração do aproveitamento energético dos cursos de água, atividade de competência da União, conforme art. 21, XII, 'b', da Constituição Federal.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. DIAS TOFFOLI,RE 827538
773,"Incidência de contribuição previdenciária sobre a Gratificação Especial de Localidade – GEL, transformada em Vantagem Pessoal Nominalmente Identificada – VPNI.","A questão da exigibilidade de contribuição previdenciária sobre a Gratificação Especial de Localidade – GEL, transformada em Vantagem Pessoal Nominalmente Identificada – VPNI, tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO TRIBUTÁRIO,MIN. TEORI ZAVASCKI,RE 814204
772,"Possibilidade de conversão de tempo de serviço especial prestado na atividade de magistério em tempo de serviço comum, após a Emenda Constitucional 18/1981.",É vedada a conversão de tempo de serviço especial em comum na função de magistério após a EC 18/1981.,Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO PREVIDENCIÁRIO,MIN. GILMAR MENDES,ARE 703550
771,"Constitucionalidade da redução dos valores de indenização do Seguro DPVAT pela Medida Provisória 340/2006, convertida na Lei 11.482/2007.","São constitucionais as alterações procedidas pelo art. 8º da Lei 11.482/2007 no art. 3º da Lei 6.194/1974, que ensejaram a redução dos valores das indenizações pagas a título de seguro obrigatório por danos pessoais causados por veículos automotores de via terrestre (DPVAT).",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. GILMAR MENDES,ARE 704520
770,"Possibilidade de condenação da Fazenda Pública em honorários advocatícios nas execuções não embargadas, nos casos em que a parte exequente renuncia aos valores excedentes a quarenta salários mínimos, a fim de possibilitar o pagamento por meio de requisição de pequeno valor – RPV.","A questão do cabimento da condenação da Fazenda Pública em honorários advocatícios nas execuções não embargadas, nos casos em que a parte exequente renuncia aos valores excedentes a quarenta salários mínimos, a fim de possibilitar o pagamento por meio de requisição de pequeno valor – RPV, tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. TEORI ZAVASCKI,RE 819641
769,Restituição de valores referentes à parcela denominada comissão de corretagem cobrada de consumidor que adquire imóvel diretamente de construtora ou de incorporadora.,"A questão da obrigação de devolver valores  referentes à parcela denominada comissão de corretagem cobrada de consumidor que adquire imóvel diretamente de construtora ou de incorporadora tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE n. 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO CIVIL,MIN. LUIZ FUX,RE 823319
768,"Possibilidade de execução das decisões de condenação patrimonial proferidas pelos Tribunais de Contas por iniciativa do Ministério Público, atuante ou não junto às Cortes de Contas, seja federal, seja estadual.","Somente o ente público beneficiário possui legitimidade ativa para a propositura de ação executiva decorrente de condenação patrimonial imposta por Tribunais de Contas (CF, art. 71, § 3º).",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. GILMAR MENDES,ARE 823347
767,"Extensão do adicional noturno a professores públicos estaduais, na forma em que foi previsto no estatuto dos servidores públicos civis do estado.",Não tem repercussão geral a controvérsia sobre a aplicação de Estatuto dos Servidores Públicos Civis do Estado para o pagamento de vantagem pecuniária denominada “Adicional Noturno” ao magistério público estadual.,Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. LUÍS ROBERTO BARROSO,ARE 820903
766,Verificação dos requisitos legais necessários para concessão de benefício previdenciário.,Não tem repercussão geral a controvérsia relativa ao preenchimento de requisitos para a concessão do benefício previdenciário do auxílio-doença.,Ativo · RG negada - matéria infraconstitucional,DIREITO PREVIDENCIÁRIO,MIN. LUÍS ROBERTO BARROSO,ARE 821296
765,"Absorção da parcela remuneratória denominada Vencimento Básico Complementar – VBC, prevista na Lei 11.091/2005, que estruturou o Plano de Carreira dos Cargos Técnico-Administrativos da Educação – PCCTAE.","A questão da absorção da parcela remuneratória complementar denominada “Vencimento Básico Complementar – VBC”, prevista na Lei n. 11.091/2005, que estruturou a Carreira dos servidores técnico-administrativos da Educação, no âmbito das Instituições Federais de Ensino vinculadas ao Ministério da Educação (PCCTAE), tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. TEORI ZAVASCKI,RE 770821
764,Possibilidade de servidores que passaram a integrar quadro especial em extinção receberem reajustes remuneratórios de acordo a Lei estadual 13.444/2010.,Não tem repercussão geral a controvérsia sobre o direito de servidores públicos do extinto Departamento de Pesquisa e de Pesca do Rio Grande do Sul ao reajuste concedido pela Lei nº 13.444/2010.,Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. LUÍS ROBERTO BARROSO,ARE 821480
